0	 0	 0	 0	 0	 
17	 9	 14	 3	 3	 
3	 0	 0	 2	 3	 
12180	 0	 0	 1994	 3986	 
34	 17	 26	 2	 3	 
3	 0	 2	 0	 2	 
8897	 0	 141	 0	 5010	 
12	 14	 20	 3	 1	 
4	 0	 0	 0	 0	 
21142	 0	 0	 0	 0	 
34	 17	 26	 2	 3	 
3	 0	 2	 0	 2	 
8077	 0	 116	 0	 4423	 
51	 11	 32	 4	 2	 
4	 0	 2	 2	 2	 
2557	 0	 3662	 2780	 1855	 
34	 17	 26	 2	 3	 
3	 0	 2	 0	 2	 
7706	 0	 99	 0	 4398	 
13	 9	 9	 2	 1	 
5	 3	 4	 0	 0	 
4246	 302	 43	 0	 0	 
26	 15	 15	 2	 2	 
2	 0	 2	 0	 2	 
4690	 0	 279	 0	 3790	 
8	 5	 15	 2	 1	 
3	 0	 3	 0	 0	 
1317	 0	 275	 0	 0	 
6	 6	 8	 2	 2	 
0	 0	 0	 0	 0	 
0	 0	 0	 0	 0	 
8	 3	 15	 3	 2	 
0	 0	 0	 0	 2	 
0	 0	 0	 0	 2075	 
18	 4	 9	 2	 1	 
2	 0	 0	 0	 0	 
18477	 0	 0	 0	 0	 
8	 2	 8	 3	 2	 
2	 0	 2	 0	 2	 
1849	 0	 8	 0	 199	 
21	 2	 3	 2	 2	 
9	 0	 0	 0	 2	 
299	 0	 0	 0	 6	 
13	 3	 3	 1	 1	 
10	 0	 0	 0	 0	 
7512	 0	 0	 0	 0	 
34	 17	 26	 2	 3	 
3	 0	 2	 0	 2	 
7946	 0	 156	 0	 4430	 
6	 5	 7	 2	 3	 
4	 0	 0	 0	 3	 
67015	 0	 0	 0	 1991	 
30	 5	 11	 2	 2	 
12	 0	 2	 0	 2	 
32841	 0	 78	 0	 761	 
15	 2	 4	 1	 1	 
6	 0	 2	 0	 1	 
70961	 0	 691	 0	 1076	 
71	 19	 37	 3	 3	 
0	 0	 0	 2	 3	 
0	 0	 0	 1016	 3535	 
28	 9	 14	 2	 2	 
0	 0	 2	 0	 2	 
0	 0	 633	 0	 2048	 
34	 17	 26	 2	 3	 
3	 0	 2	 0	 2	 
7377	 0	 108	 0	 4161	 
14	 9	 15	 3	 2	 
4	 0	 2	 2	 2	 
67414	 0	 402	 984	 2949	 
17	 9	 22	 1	 1	 
3	 0	 4	 0	 0	 
2369	 0	 9	 0	 0	 
15	 4	 6	 1	 1	 
3	 0	 2	 0	 0	 
31	 0	 4	 0	 0	 
5	 2	 3	 2	 1	 
2	 0	 0	 0	 0	 
305	 0	 0	 0	 0	 
16	 3	 18	 1	 2	 
2	 0	 0	 0	 2	 
400	 0	 0	 0	 7	 
25	 13	 28	 3	 2	 
5	 0	 3	 2	 2	 
18157	 0	 2960	 1065	 4172	 
23	 5	 7	 3	 2	 
0	 0	 0	 0	 2	 
0	 0	 0	 0	 5196	 
31	 15	 53	 7	 2	 
11	 2	 14	 6	 2	 
60736	 21	 9590	 10857	 2541	 
13	 14	 17	 2	 1	 
2	 0	 0	 0	 0	 
10	 0	 0	 0	 0	 
11	 0	 2	 1	 1	 
9	 0	 2	 0	 0	 
2909	 0	 118	 0	 0	 
4	 0	 3	 1	 1	 
3	 0	 3	 0	 0	 
14697	 0	 84	 0	 0	 
8	 15	 11	 4	 1	 
3	 0	 3	 3	 0	 
1642	 0	 409	 210	 0	 
19	 14	 23	 2	 1	 
5	 0	 0	 0	 0	 
7319	 0	 0	 0	 0	 
78	 16	 54	 4	 7	 
0	 0	 0	 0	 0	 
0	 0	 0	 0	 0	 
16	 3	 18	 1	 2	 
2	 0	 0	 0	 2	 
5547	 0	 0	 0	 7	 
14	 0	 3	 1	 1	 
4	 0	 2	 0	 0	 
79641	 0	 1980	 0	 0	 
14	 11	 17	 4	 2	 
10	 0	 2	 3	 2	 
637	 0	 8	 12	 16	 
21	 7	 19	 2	 1	 
3	 0	 3	 0	 0	 
3883	 0	 226	 0	 0	 
25	 5	 10	 2	 2	 
0	 0	 0	 0	 0	 
0	 0	 0	 0	 0	 
7	 0	 2	 1	 1	 
7	 0	 2	 0	 0	 
3286	 0	 4	 0	 0	 
11	 26	 25	 5	 2	 
0	 1	 3	 4	 2	 
0	 78	 387	 2434	 1558	 
12	 10	 23	 1	 2	 
0	 0	 0	 0	 2	 
0	 0	 0	 0	 3515	 
25	 15	 28	 4	 1	 
10	 0	 3	 2	 0	 
478	 0	 9	 6	 0	 
90	 7	 20	 2	 2	 
20	 0	 13	 0	 2	 
5915	 0	 92	 0	 6	 
4	 0	 4	 1	 1	 
3	 0	 4	 0	 0	 
7872	 0	 331	 0	 0	 
9	 2	 4	 2	 1	 
7	 0	 0	 0	 0	 
3950	 0	 0	 0	 0	 
23	 4	 14	 1	 3	 
0	 0	 0	 0	 0	 
0	 0	 0	 0	 0	 
10	 0	 3	 1	 1	 
2	 0	 2	 0	 1	 
4743	 0	 2838	 0	 905	 
11	 6	 17	 2	 1	 
7	 0	 2	 0	 0	 
5754	 0	 213	 0	 0	 
26	 15	 15	 2	 2	 
2	 0	 2	 0	 2	 
4876	 0	 281	 0	 3925	 
24	 9	 13	 4	 2	 
5	 0	 0	 2	 2	 
28291	 0	 0	 1825	 3103	 
9	 9	 14	 1	 2	 
5	 0	 3	 0	 2	 
5156	 0	 55	 0	 268	 
29	 6	 18	 2	 3	 
11	 5	 5	 0	 3	 
52167	 361	 153	 0	 71	 
25	 12	 12	 1	 2	 
4	 0	 0	 0	 2	 
58	 0	 0	 0	 9	 
14	 11	 21	 1	 2	 
2	 0	 2	 0	 2	 
919	 0	 4	 0	 28	 
50	 16	 28	 3	 4	 
0	 0	 2	 2	 3	 
0	 0	 28	 2230	 4465	 
19	 8	 22	 1	 2	 
7	 0	 2	 0	 2	 
55238	 0	 200	 0	 2051	 
32	 12	 24	 3	 2	 
3	 1	 2	 0	 2	 
10	 3	 8	 0	 6	 
12	 10	 25	 1	 2	 
0	 0	 0	 0	 2	 
0	 0	 0	 0	 3164	 
17	 9	 10	 2	 1	 
3	 0	 0	 0	 0	 
16764	 0	 0	 0	 0	 
8	 0	 6	 1	 2	 
6	 0	 0	 0	 2	 
156	 0	 0	 0	 6	 
19	 9	 9	 2	 2	 
5	 0	 0	 0	 2	 
27948	 0	 0	 0	 1027	 
16	 3	 18	 1	 2	 
2	 0	 0	 0	 2	 
60334	 0	 0	 0	 7	 
3	 0	 3	 2	 1	 
2	 0	 0	 0	 0	 
4854	 0	 0	 0	 0	 
5	 5	 7	 1	 2	 
2	 0	 2	 0	 2	 
1682	 0	 160	 0	 6	 
13	 11	 32	 3	 2	 
0	 1	 3	 2	 2	 
0	 59	 346	 2244	 1521	 
19	 8	 22	 1	 2	 
7	 0	 2	 0	 2	 
51464	 0	 206	 0	 1950	 
34	 17	 26	 2	 3	 
3	 0	 2	 0	 2	 
7607	 0	 146	 0	 4174	 
54	 12	 15	 2	 3	 
0	 0	 0	 0	 3	 
0	 0	 0	 0	 6288	 
10	 10	 14	 2	 2	 
2	 0	 2	 0	 2	 
164	 0	 17	 0	 188	 
9	 3	 4	 1	 2	 
8	 0	 2	 0	 2	 
19329	 0	 13	 0	 153	 
34	 17	 26	 2	 3	 
3	 0	 2	 0	 2	 
7339	 0	 106	 0	 4030	 
9	 2	 3	 2	 1	 
6	 0	 0	 0	 0	 
1334	 0	 0	 0	 0	 
34	 17	 26	 2	 3	 
3	 0	 2	 0	 2	 
7838	 0	 100	 0	 4281	 
19	 3	 7	 1	 2	 
5	 0	 2	 0	 2	 
9603	 0	 295	 0	 2148	 
33	 17	 23	 2	 3	 
4	 0	 2	 0	 2	 
8660	 0	 80	 0	 3104	 
3	 0	 4	 1	 1	 
3	 0	 4	 0	 0	 
3262	 0	 34	 0	 0	 
34	 17	 26	 2	 3	 
3	 0	 2	 0	 2	 
7808	 0	 112	 0	 4144	 
2	 0	 1	 1	 1	 
2	 0	 0	 0	 0	 
658	 0	 0	 0	 0	 
34	 17	 26	 2	 3	 
3	 0	 2	 0	 2	 
7538	 0	 134	 0	 4292	 
15	 2	 3	 2	 2	 
0	 0	 0	 0	 2	 
0	 0	 0	 0	 3284	 
34	 17	 26	 2	 3	 
3	 0	 2	 0	 2	 
7258	 0	 120	 0	 3963	 
5	 6	 12	 2	 2	 
2	 0	 3	 0	 2	 
14084	 0	 247	 0	 2088	 
65	 18	 31	 4	 5	 
0	 0	 0	 0	 0	 
0	 0	 0	 0	 0	 
98	 47	 21	 4	 3	 
0	 0	 0	 3	 3	 
0	 0	 0	 31	 8	 
37	 5	 10	 2	 2	 
3	 0	 0	 0	 2	 
2431	 0	 0	 0	 2118	 
10	 8	 10	 2	 2	 
0	 1	 3	 2	 2	 
0	 45	 626	 1745	 1358	 
7	 0	 3	 2	 1	 
2	 0	 0	 0	 0	 
2230	 0	 0	 0	 0	 
38	 10	 14	 2	 2	 
0	 0	 0	 0	 2	 
0	 0	 0	 0	 6	 
15	 2	 5	 1	 1	 
4	 0	 5	 0	 0	 
363	 0	 20	 0	 0	 
14	 17	 21	 2	 1	 
3	 0	 2	 0	 0	 
26427	 0	 265	 0	 0	 
44	 5	 10	 2	 1	 
11	 0	 0	 0	 0	 
19919	 0	 0	 0	 0	 
11	 2	 6	 2	 2	 
5	 0	 3	 2	 2	 
236	 0	 7	 8	 159	 
16	 5	 15	 2	 1	 
4	 0	 5	 0	 0	 
3978	 0	 488	 0	 0	 
5	 5	 7	 2	 1	 
3	 0	 3	 0	 0	 
5241	 0	 28	 0	 0	 
19	 14	 29	 5	 3	 
0	 1	 3	 3	 3	 
0	 21	 317	 1945	 3035	 
38	 10	 14	 2	 2	 
5	 0	 0	 0	 2	 
25	 0	 0	 0	 46	 
5	 5	 9	 1	 1	 
4	 0	 5	 0	 0	 
8775	 0	 146	 0	 0	 
5	 2	 3	 2	 1	 
2	 0	 0	 0	 0	 
175	 0	 0	 0	 0	 
31	 14	 19	 3	 2	 
2	 0	 4	 2	 2	 
18	 0	 10	 20	 63	 
69	 5	 4	 1	 1	 
3	 2	 0	 0	 0	 
2186	 4	 0	 0	 0	 
31	 14	 19	 3	 2	 
4	 0	 0	 2	 2	 
29	 0	 0	 14	 31	 
106	 17	 27	 4	 4	 
0	 0	 0	 2	 3	 
0	 0	 0	 3	 5	 
66	 5	 7	 4	 4	 
0	 0	 0	 0	 0	 
0	 0	 0	 0	 0	 
19	 8	 22	 1	 2	 
7	 0	 2	 0	 2	 
53350	 0	 193	 0	 1970	 
10	 3	 4	 2	 1	 
4	 2	 0	 0	 0	 
71877	 8647	 0	 0	 0	 
19	 8	 22	 1	 2	 
7	 0	 2	 0	 2	 
63446	 0	 730	 0	 1672	 
57	 12	 18	 4	 2	 
10	 0	 3	 2	 2	 
1797	 0	 19	 124	 76	 
27	 7	 29	 3	 2	 
0	 0	 0	 0	 2	 
0	 0	 0	 0	 1151	 
24	 9	 11	 3	 2	 
8	 5	 2	 2	 2	 
24746	 1018	 271	 1557	 15783	 
6	 6	 11	 2	 1	 
2	 0	 2	 0	 0	 
6188	 0	 259	 0	 0	 
21	 9	 25	 1	 2	 
10	 0	 7	 0	 2	 
97093	 0	 141	 0	 46	 
11	 6	 10	 2	 1	 
5	 0	 5	 0	 0	 
537	 0	 11	 0	 0	 
10	 5	 9	 3	 2	 
0	 0	 0	 2	 2	 
0	 0	 0	 2136	 5333	 
12	 2	 7	 1	 2	 
0	 0	 0	 0	 2	 
0	 0	 0	 0	 2260	 
11	 0	 1	 1	 2	 
9	 0	 0	 0	 2	 
43808	 0	 0	 0	 18673	 
14	 10	 15	 3	 3	 
0	 0	 0	 0	 2	 
0	 0	 0	 0	 1430	 
38	 8	 23	 2	 4	 
0	 0	 2	 0	 3	 
0	 0	 784	 0	 3295	 
65	 18	 31	 4	 5	 
0	 0	 0	 0	 0	 
0	 0	 0	 0	 0	 
36	 15	 30	 3	 3	 
0	 0	 0	 0	 2	 
0	 0	 0	 0	 2473	 
17	 9	 14	 3	 3	 
3	 0	 0	 2	 3	 
12618	 0	 0	 2052	 4103	 
34	 17	 26	 2	 3	 
3	 0	 2	 0	 2	 
2774	 0	 48	 0	 1733	 
12	 14	 20	 3	 1	 
4	 0	 0	 0	 0	 
21920	 0	 0	 0	 0	 
34	 17	 26	 2	 3	 
3	 0	 2	 0	 2	 
4828	 0	 92	 0	 2670	 
51	 11	 32	 4	 2	 
4	 0	 2	 2	 2	 
2728	 0	 3905	 2966	 1979	 
34	 17	 26	 2	 3	 
3	 0	 2	 0	 2	 
7692	 0	 129	 0	 4260	 
13	 9	 9	 2	 1	 
5	 3	 4	 0	 0	 
4082	 291	 41	 0	 0	 
26	 15	 15	 2	 2	 
2	 0	 2	 0	 2	 
5148	 0	 372	 0	 4133	 
8	 5	 15	 2	 1	 
3	 0	 4	 0	 0	 
1442	 0	 307	 0	 0	 
6	 6	 8	 2	 2	 
0	 0	 0	 0	 0	 
0	 0	 0	 0	 0	 
8	 3	 15	 3	 2	 
0	 0	 0	 0	 2	 
0	 0	 0	 0	 2070	 
18	 4	 9	 2	 1	 
2	 0	 0	 0	 0	 
15670	 0	 0	 0	 0	 
8	 2	 8	 3	 2	 
2	 0	 2	 0	 2	 
2506	 0	 8	 0	 281	 
21	 2	 3	 2	 2	 
10	 0	 0	 0	 2	 
579	 0	 0	 0	 6	 
13	 3	 3	 1	 1	 
10	 0	 0	 0	 0	 
5938	 0	 0	 0	 0	 
34	 17	 26	 2	 3	 
3	 0	 2	 0	 2	 
7450	 0	 128	 0	 4290	 
6	 5	 7	 2	 3	 
4	 0	 0	 0	 3	 
67551	 0	 0	 0	 1997	 
30	 5	 11	 2	 2	 
12	 0	 2	 0	 2	 
46065	 0	 30	 0	 235	 
15	 2	 4	 1	 1	 
6	 0	 2	 0	 1	 
67297	 0	 758	 0	 1037	 
71	 19	 37	 3	 3	 
0	 0	 0	 2	 3	 
0	 0	 0	 1118	 3862	 
28	 9	 14	 2	 2	 
0	 0	 2	 0	 2	 
0	 0	 566	 0	 1762	 
34	 17	 26	 2	 3	 
3	 0	 2	 0	 2	 
7147	 0	 86	 0	 3814	 
14	 9	 15	 3	 2	 
4	 0	 2	 2	 2	 
65120	 0	 408	 953	 2859	 
17	 9	 22	 1	 1	 
3	 0	 4	 0	 0	 
1890	 0	 8	 0	 0	 
15	 4	 6	 1	 1	 
7	 0	 3	 0	 0	 
6033	 0	 147	 0	 0	 
5	 2	 3	 2	 1	 
2	 0	 0	 0	 0	 
6004	 0	 0	 0	 0	 
16	 3	 18	 1	 2	 
4	 0	 2	 0	 2	 
11964	 0	 255	 0	 1901	 
25	 13	 28	 3	 2	 
5	 0	 3	 2	 2	 
18137	 0	 2940	 1035	 4055	 
23	 5	 7	 3	 2	 
0	 0	 0	 0	 2	 
0	 0	 0	 0	 5421	 
31	 15	 53	 7	 2	 
11	 2	 13	 6	 2	 
65345	 22	 10154	 11334	 2740	 
13	 14	 17	 2	 1	 
2	 0	 0	 0	 0	 
18	 0	 0	 0	 0	 
11	 0	 2	 1	 1	 
3	 0	 2	 0	 0	 
196	 0	 13	 0	 0	 
4	 0	 3	 1	 1	 
3	 0	 3	 0	 0	 
14306	 0	 206	 0	 0	 
8	 15	 11	 4	 1	 
3	 0	 3	 3	 0	 
2685	 0	 687	 346	 0	 
19	 14	 23	 2	 1	 
5	 0	 0	 0	 0	 
7032	 0	 0	 0	 0	 
78	 16	 54	 4	 7	 
0	 0	 0	 0	 0	 
0	 0	 0	 0	 0	 
16	 3	 18	 1	 2	 
2	 0	 0	 0	 2	 
7944	 0	 0	 0	 7	 
14	 0	 3	 1	 1	 
4	 0	 2	 0	 0	 
85401	 0	 2060	 0	 0	 
14	 11	 17	 4	 2	 
9	 2	 2	 3	 2	 
423	 6	 6	 8	 9	 
21	 7	 19	 2	 1	 
3	 0	 3	 0	 0	 
4213	 0	 228	 0	 0	 
25	 5	 10	 2	 2	 
0	 0	 0	 0	 0	 
0	 0	 0	 0	 0	 
7	 0	 2	 1	 1	 
7	 0	 2	 0	 0	 
2863	 0	 4	 0	 0	 
11	 26	 25	 5	 2	 
0	 1	 3	 4	 2	 
0	 67	 372	 2290	 1508	 
12	 10	 23	 1	 2	 
0	 0	 0	 0	 2	 
0	 0	 0	 0	 3496	 
25	 15	 28	 4	 1	 
9	 0	 0	 2	 0	 
316	 0	 0	 8	 0	 
90	 7	 20	 2	 2	 
22	 0	 6	 0	 2	 
25245	 0	 107	 0	 6	 
4	 0	 4	 1	 1	 
3	 0	 4	 0	 0	 
7043	 0	 288	 0	 0	 
9	 2	 4	 2	 1	 
6	 0	 1	 0	 0	 
532	 0	 1	 0	 0	 
23	 4	 14	 1	 3	 
0	 0	 0	 0	 0	 
0	 0	 0	 0	 0	 
10	 0	 3	 1	 1	 
2	 0	 2	 0	 1	 
4295	 0	 2583	 0	 839	 
11	 6	 17	 2	 1	 
7	 0	 2	 0	 0	 
5673	 0	 267	 0	 0	 
26	 15	 15	 2	 2	 
2	 0	 2	 0	 2	 
5153	 0	 275	 0	 4128	 
24	 9	 13	 4	 2	 
5	 0	 0	 2	 2	 
32599	 0	 0	 2135	 3606	 
9	 9	 14	 1	 2	 
5	 0	 0	 0	 2	 
131	 0	 0	 0	 22	 
29	 6	 18	 2	 3	 
10	 5	 6	 0	 3	 
35466	 514	 239	 0	 158	 
25	 12	 12	 1	 2	 
4	 0	 0	 0	 2	 
68	 0	 0	 0	 7	 
14	 11	 21	 1	 2	 
2	 0	 0	 0	 2	 
2667	 0	 0	 0	 118	 
50	 16	 28	 3	 4	 
0	 0	 2	 2	 3	 
0	 0	 20	 2027	 4058	 
19	 8	 22	 1	 2	 
7	 0	 2	 0	 2	 
49942	 0	 193	 0	 1808	 
32	 12	 24	 3	 2	 
5	 0	 2	 0	 2	 
51	 0	 8	 0	 6	 
12	 10	 25	 1	 2	 
0	 0	 0	 0	 2	 
0	 0	 0	 0	 3053	 
17	 9	 10	 2	 1	 
3	 0	 0	 0	 0	 
16246	 0	 0	 0	 0	 
8	 0	 6	 1	 2	 
7	 0	 0	 0	 2	 
286	 0	 0	 0	 6	 
19	 9	 9	 2	 2	 
5	 0	 0	 0	 2	 
30820	 0	 0	 0	 1133	 
16	 3	 18	 1	 2	 
2	 0	 0	 0	 2	 
283276	 0	 0	 0	 7	 
3	 0	 3	 2	 1	 
2	 0	 0	 0	 0	 
9311	 0	 0	 0	 0	 
5	 5	 7	 1	 2	 
2	 0	 2	 0	 2	 
1757	 0	 152	 0	 6	 
13	 11	 32	 3	 2	 
0	 1	 3	 2	 2	 
0	 32	 315	 2275	 1509	 
19	 8	 22	 1	 2	 
7	 0	 2	 0	 2	 
53834	 0	 170	 0	 2010	 
34	 17	 26	 2	 3	 
3	 1	 2	 0	 2	 
7888	 4	 136	 0	 4340	 
54	 12	 15	 2	 3	 
0	 0	 0	 0	 3	 
0	 0	 0	 0	 6396	 
10	 10	 14	 2	 2	 
2	 0	 2	 0	 2	 
188	 0	 11	 0	 209	 
9	 3	 4	 1	 2	 
8	 0	 2	 0	 2	 
9535	 0	 21	 0	 163	 
34	 17	 26	 2	 3	 
3	 0	 2	 0	 2	 
8402	 0	 143	 0	 4588	 
9	 2	 3	 2	 1	 
6	 0	 0	 0	 0	 
221	 0	 0	 0	 0	 
34	 17	 26	 2	 3	 
3	 0	 2	 0	 2	 
7821	 0	 126	 0	 4574	 
19	 3	 7	 1	 2	 
5	 0	 2	 0	 2	 
9207	 0	 317	 0	 2064	 
33	 17	 23	 2	 3	 
4	 0	 2	 0	 2	 
7740	 0	 98	 0	 2787	 
3	 0	 4	 1	 1	 
3	 0	 4	 0	 0	 
3133	 0	 21	 0	 0	 
34	 17	 26	 2	 3	 
3	 0	 2	 0	 2	 
8121	 0	 104	 0	 4364	 
2	 0	 1	 1	 1	 
2	 0	 0	 0	 0	 
480	 0	 0	 0	 0	 
34	 17	 26	 2	 3	 
3	 0	 2	 0	 2	 
7130	 0	 120	 0	 4164	 
15	 2	 3	 2	 2	 
0	 0	 0	 0	 2	 
0	 0	 0	 0	 3323	 
34	 17	 26	 2	 3	 
3	 0	 2	 0	 2	 
7758	 0	 94	 0	 4203	 
5	 6	 12	 2	 2	 
2	 0	 3	 0	 2	 
13075	 0	 164	 0	 1882	 
65	 18	 31	 4	 5	 
0	 0	 0	 0	 0	 
0	 0	 0	 0	 0	 
98	 47	 21	 4	 3	 
0	 0	 0	 3	 3	 
0	 0	 0	 35	 8	 
37	 5	 10	 2	 2	 
3	 0	 0	 0	 2	 
2383	 0	 0	 0	 2084	 
10	 8	 10	 2	 2	 
0	 1	 3	 2	 2	 
0	 59	 636	 1810	 1432	 
7	 0	 3	 2	 1	 
2	 0	 0	 0	 0	 
2199	 0	 0	 0	 0	 
38	 10	 14	 2	 2	 
5	 0	 0	 0	 2	 
9	 0	 0	 0	 16	 
15	 2	 5	 1	 1	 
4	 0	 5	 0	 0	 
226	 0	 14	 0	 0	 
14	 17	 21	 2	 1	 
3	 0	 2	 0	 0	 
26300	 0	 301	 0	 0	 
44	 5	 10	 2	 1	 
10	 0	 0	 0	 0	 
5886	 0	 0	 0	 0	 
11	 2	 6	 2	 2	 
3	 0	 0	 2	 2	 
6	 0	 0	 3	 25	 
16	 5	 15	 2	 1	 
5	 0	 5	 0	 0	 
1588	 0	 333	 0	 0	 
5	 5	 7	 2	 1	 
3	 0	 3	 0	 0	 
5249	 0	 19	 0	 0	 
19	 14	 29	 5	 3	 
0	 1	 3	 3	 3	 
0	 36	 399	 2020	 3162	 
38	 10	 14	 2	 2	 
5	 0	 0	 0	 2	 
25	 0	 0	 0	 28	 
5	 5	 9	 1	 1	 
4	 0	 5	 0	 0	 
7626	 0	 192	 0	 0	 
5	 2	 3	 2	 1	 
2	 0	 0	 0	 0	 
136	 0	 0	 0	 0	 
31	 14	 19	 3	 2	 
0	 0	 0	 2	 2	 
0	 0	 0	 9	 34	 
69	 5	 4	 1	 1	 
3	 2	 0	 0	 0	 
2647	 4	 0	 0	 0	 
31	 14	 19	 3	 2	 
7	 0	 2	 2	 2	 
67	 0	 4	 19	 66	 
106	 17	 27	 4	 4	 
0	 0	 0	 2	 3	 
0	 0	 0	 3	 5	 
66	 5	 7	 4	 4	 
0	 0	 0	 0	 0	 
0	 0	 0	 0	 0	 
19	 8	 22	 1	 2	 
7	 0	 2	 0	 2	 
49975	 0	 163	 0	 1886	 
10	 3	 4	 2	 1	 
4	 2	 0	 0	 0	 
106391	 8993	 0	 0	 0	 
19	 8	 22	 1	 2	 
7	 0	 2	 0	 2	 
50884	 0	 162	 0	 1929	 
57	 12	 18	 4	 2	 
5	 0	 3	 2	 2	 
1129	 0	 7	 31	 64	 
27	 7	 29	 3	 2	 
0	 0	 0	 0	 2	 
0	 0	 0	 0	 1226	 
24	 9	 11	 3	 2	 
8	 5	 2	 2	 2	 
20770	 698	 127	 1305	 12016	 
6	 6	 11	 2	 1	 
2	 0	 2	 0	 0	 
1561	 0	 101	 0	 0	 
21	 9	 25	 1	 2	 
10	 0	 7	 0	 2	 
195622	 0	 288	 0	 76	 
11	 6	 10	 2	 1	 
5	 0	 5	 0	 0	 
13361	 0	 11	 0	 0	 
10	 5	 9	 3	 2	 
0	 0	 0	 2	 2	 
0	 0	 0	 2033	 5075	 
12	 2	 7	 1	 2	 
0	 0	 0	 0	 2	 
0	 0	 0	 0	 2078	 
11	 0	 1	 1	 2	 
10	 0	 0	 0	 2	 
44746	 0	 0	 0	 19050	 
14	 10	 15	 3	 3	 
0	 0	 0	 0	 2	 
0	 0	 0	 0	 104	 
38	 8	 23	 2	 4	 
0	 0	 2	 0	 3	 
0	 0	 859	 0	 3088	 
65	 18	 31	 4	 5	 
0	 0	 0	 0	 0	 
0	 0	 0	 0	 0	 
36	 15	 30	 3	 3	 
0	 0	 0	 0	 2	 
0	 0	 0	 0	 2520	 
17	 9	 14	 3	 3	 
3	 0	 0	 2	 3	 
12811	 0	 0	 2070	 4137	 
34	 17	 26	 2	 3	 
3	 0	 2	 0	 2	 
8224	 0	 109	 0	 4366	 
12	 14	 20	 3	 1	 
4	 0	 0	 0	 0	 
22861	 0	 0	 0	 0	 
34	 17	 26	 2	 3	 
3	 0	 2	 0	 2	 
8066	 0	 144	 0	 4582	 
51	 11	 32	 4	 2	 
4	 0	 2	 2	 2	 
2755	 0	 3936	 2999	 2000	 
34	 17	 26	 2	 3	 
3	 0	 2	 0	 2	 
3458	 0	 51	 0	 2047	 
13	 9	 9	 2	 1	 
5	 3	 4	 0	 0	 
3963	 299	 39	 0	 0	 
26	 15	 15	 2	 2	 
2	 0	 2	 0	 2	 
5216	 0	 290	 0	 4189	 
8	 5	 15	 2	 1	 
3	 0	 4	 0	 0	 
1426	 0	 312	 0	 0	 
6	 6	 8	 2	 2	 
0	 0	 0	 0	 0	 
